LondonUnitedKingdom209,LondonUnitedKingdom289,5
LondonUnitedKingdom209,New+YorkNY239,2
LondonUnitedKingdom209,AmsterdamNetherlands227,7.5
LondonUnitedKingdom209,BracknellUnitedKingdom278,7
LondonUnitedKingdom209,LondonUnitedKingdom201,12
LondonUnitedKingdom209,BracknellUnitedKingdom279,6
LondonUnitedKingdom209,LondonUnitedKingdom293,3
LondonUnitedKingdom209,ParisFrance193,7.5
LondonUnitedKingdom209,LondonUnitedKingdom287,2
LondonUnitedKingdom209,LondonUnitedKingdom288,5
CopenhagenDenmark179,ManchesterUnitedKingdom177,2
CopenhagenDenmark179,StockholmSweden231,2
CopenhagenDenmark179,CopenhagenDenmark182,2
CopenhagenDenmark179,CopenhagenDenmark271,2
CopenhagenDenmark179,CopenhagenDenmark272,3
New+YorkNY239,LondonUnitedKingdom209,2
New+YorkNY239,New+YorkNY240,5
New+YorkNY239,LondonUnitedKingdom207,7.5
New+YorkNY239,LondonUnitedKingdom208,7.5
MunichGermany266,MunichGermany267,6.5
MunichGermany266,HamburgGermany264,2
MunichGermany266,DusseldorfGermany261,2
MunichGermany267,MunichGermany266,6.5
MunichGermany267,BerlinGermany162,16
MunichGermany267,ViennaAustria129,11
MunichGermany267,ViennaAustria242,7.5
MunichGermany267,DusseldorfGermany260,9.5
MunichGermany267,MunichGermany176,7
MunichGermany267,ViennaAustria126,14.5
BrusselsBelgium135,BrusselsBelgium247,3
BrusselsBelgium135,BrusselsBelgium136,4
BrusselsBelgium135,ParisFrance193,2
BrusselsBelgium135,BrusselsBelgium246,3
BrusselsBelgium136,BrusselsBelgium247,2
BrusselsBelgium136,BrusselsBelgium135,4
BrusselsBelgium136,AmsterdamNetherlands227,2
BrusselsBelgium136,BrusselsBelgium246,2
LondonUnitedKingdom287,LondonUnitedKingdom209,2
LondonUnitedKingdom287,BracknellUnitedKingdom278,5
LondonUnitedKingdom287,LondonUnitedKingdom291,5
LondonUnitedKingdom287,LondonUnitedKingdom208,4.5
DusseldorfGermany260,DusseldorfGermany164,6
DusseldorfGermany260,FrankfurtGermany263,4.5
DusseldorfGermany260,FrankfurtGermany168,5
DusseldorfGermany260,GenevaSwitzerland250,1
DusseldorfGermany260,MunichGermany267,9.5
DusseldorfGermany260,HamburgGermany264,4
DusseldorfGermany260,DusseldorfGermany163,7.5
DusseldorfGermany260,DusseldorfGermany261,2
FrankfurtGermany170,FrankfurtGermany166,3.5
FrankfurtGermany170,FrankfurtGermany263,10
FrankfurtGermany170,FrankfurtGermany168,6.5
FrankfurtGermany170,FrankfurtGermany169,2.5
FrankfurtGermany170,MunichGermany176,2
FrankfurtGermany170,GenevaSwitzerland144,4.5
FrankfurtGermany170,GenevaSwitzerland145,5
FrankfurtGermany170,GenevaSwitzerland146,5.5
FrankfurtGermany170,ParisFrance196,2.5
LondonUnitedKingdom288,ManchesterUnitedKingdom177,10
LondonUnitedKingdom288,LondonUnitedKingdom289,2
LondonUnitedKingdom288,LondonUnitedKingdom209,5
LondonUnitedKingdom288,LondonUnitedKingdom291,2
DusseldorfGermany261,DusseldorfGermany164,8
