New+YorkNY236,London217,3
New+YorkNY236,New+YorkNY159,2
New+YorkNY236,WashingtonDC266,2
New+YorkNY238,Amsterdam178,12
New+YorkNY238,New+YorkNY235,2
MunichGermany373,StuttgartGermany392,4.5
MunichGermany373,MunichGermany374,2
MunichGermany373,NurembergGermany383,5
MunichGermany374,MunichGermany373,2
MunichGermany374,BerlinGermany303,3
MunichGermany374,BerlinGermany304,2
MunichGermany374,NurembergGermany383,2
DusseldorfGermany330,DresdenGermany339,3.5
DusseldorfGermany330,DusseldorfGermany327,3.5
GenoaItaly411,CagliariItaly438,2
GenoaItaly411,CagliariItaly439,2
BerlinGermany300,BerlinGermany302,6.5
BerlinGermany300,HamburgGermany362,2
BerlinGermany300,ChemnitzGermany316,7.5
BerlinGermany300,BerlinGermany303,2.5
BerlinGermany301,ChemnitzGermany316,3
BerlinGermany301,BerlinGermany304,2
BerlinGermany302,BerlinGermany300,6.5
BerlinGermany302,DusseldorfGermany327,2
BerlinGermany303,BerlinGermany300,2.5
BerlinGermany303,DusseldorfGermany327,6
BerlinGermany303,MunichGermany374,3
BerlinGermany303,DusseldorfGermany153,9.5
BerlinGermany304,DusseldorfGermany327,5
BerlinGermany304,BerlinGermany301,2
BerlinGermany304,MunichGermany374,2
BerlinGermany304,FrankfurtGermany151,15.5
StockholmSweden261,OsloNorway246,5
StockholmSweden261,StockholmSweden259,2
Paris249,MilanItaly227,2
Paris249,MilanItaly228,6
Paris249,London589,6.5
Paris249,Frankfurt209,4
Paris249,London220,2
Paris249,London221,2
Paris249,Paris253,2
Paris249,London222,2.5
Paris249,BarcelonaSpain184,3.5
Paris249,Frankfurt211,6
New+YorkNY241,Amsterdam178,1
New+YorkNY242,Amsterdam178,1
New+YorkNY243,Amsterdam178,1
FirenzeItaly410,PisaItaly415,1
FirenzeItaly410,CagliariItaly438,2
FirenzeItaly410,CagliariItaly439,2
PisaItaly415,FirenzeItaly410,1
Paris250,MilanItaly227,2.5
Paris250,Paris252,2
Paris250,BarcelonaSpain184,2
Paris250,Frankfurt211,5.5
Paris250,Paris253,2.5
Paris250,BarcelonaSpain185,3
Paris250,Paris254,2.5
Paris250,London222,2
Paris251,London217,1
Paris252,Paris250,2
Paris252,Frankfurt208,4
Paris252,Frankfurt206,4
Paris252,Frankfurt207,3.5
Paris253,Paris250,2.5
Paris253,London217,8.5
Paris253,Frankfurt209,2
Paris253,Paris249,2
Paris254,Paris250,2.5
Paris254,Frankfurt209,3
StuttgartGermany392,MunichGermany373,4.5
StuttgartGermany392,StuttgartGermany393,2
StuttgartGermany393,StuttgartGermany392,2
StuttgartGermany393,FrankfurtGermany151,4
StuttgartGermany393,FrankfurtGermany347,2
San+JoseCA164,Frankfurt207,1
CosenzaItaly445,CagliariItaly438,1
SalernoItaly417,RomeItaly424,1
MadridSpain224,London218,3
MadridSpain224,London590,12.5
MadridSpain224,BarcelonaSpain184,3.5
MadridSpain224,BarcelonaSpain185,2.5
MadridSpain224,CopenhagenDenmark198,22
MadridSpain224,CopenhagenDenmark199,19.5
CopenhagenDenmark196,London217,11
CopenhagenDenmark196,Amsterdam178,2
CopenhagenDenmark196,CopenhagenDenmark201,6.5
CopenhagenDenmark196,OsloNorway245,5
CopenhagenDenmark197,London217,12
CopenhagenDenmark197,CopenhagenDenmark200,4
CopenhagenDenmark197,Amsterdam178,10
CopenhagenDenmark197,CopenhagenDenmark201,4.5
CopenhagenDenmark197,WashingtonDC266,14
CopenhagenDenmark197,OsloNorway245,4
CopenhagenDenmark198,London217,15.5
CopenhagenDenmark198,Frankfurt210,11
CopenhagenDenmark198,London220,17
CopenhagenDenmark198,CopenhagenDenmark200,10.5
CopenhagenDenmark198,CopenhagenDenmark201,2
CopenhagenDenmark198,MadridSpain224,22
CopenhagenDenmark198,Frankfurt207,12
CopenhagenDenmark198,OsloNorway245,4.5
RomeItaly454,CagliariItaly439,1
CopenhagenDenmark199,MilanItaly227,16.5
CopenhagenDenmark199,London220,18.5
CopenhagenDenmark199,London217,15
CopenhagenDenmark199,PragueCzechRepublic257,15.5
CopenhagenDenmark199,Frankfurt210,10.5
CopenhagenDenmark199,Frankfurt212,10
CopenhagenDenmark199,MilanItaly231,2
CopenhagenDenmark199,Amsterdam178,8
CopenhagenDenmark199,MadridSpain224,19.5
CopenhagenDenmark199,CopenhagenDenmark201,2.5
CopenhagenDenmark199,OsloNorway245,7
DusseldorfGermany203,BrusselsBelgium190,10
DusseldorfGermany203,BrusselsBelgium187,2
DusseldorfGermany203,London217,11.5
DusseldorfGermany203,London590,12.5
DusseldorfGermany203,Frankfurt210,2
DusseldorfGermany203,Frankfurt211,2
DusseldorfGermany203,Frankfurt212,2.5
DusseldorfGermany203,DusseldorfGermany153,7
DusseldorfGermany203,Frankfurt213,2.5
DusseldorfGermany203,CopenhagenDenmark200,2.5
DusseldorfGermany203,Amsterdam178,4.5
DusseldorfGermany203,CopenhagenDenmark201,6
RomeItaly455,CagliariItaly438,2
RomeItaly455,CagliariItaly439,2
BergamoItaly408,MilanItaly226,1
RomeItaly456,CagliariItaly438,1
RomeItaly457,CagliariItaly438,2
