TownsvilleAustralia4282,BrisbaneAustralia1800,2
TownsvilleAustralia4282,BrisbaneAustralia1769,3
DarwinAustralia1837,DarwinAustralia1838,1
DarwinAustralia1837,AdelaideAustralia1727,2
DarwinAustralia1837,PerthAustralia4160,2
DarwinAustralia1838,DarwinAustralia1837,1
WellingtonAustralia2426,PerthAustralia4167,1
AlbanyAustralia1752,PerthAustralia4161,1
WellingtonAustralia2427,PerthAustralia284,1
MelbourneAustralia2425,MelbourneAustralia401,1
Victor+HarbourAustralia4288,AdelaideAustralia1728,1
BallaratAustralia1761,MelbourneAustralia3867,1
NuriootpaAustralia3935,AdelaideAustralia1727,1
RockhamptonAustralia4195,BrisbaneAustralia1800,2
RockhamptonAustralia4195,BrisbaneAustralia1769,3
BathurstAustralia1764,SydneyAustralia4208,1
PenrithAustralia4152,SydneyAustralia4208,1
BendigoAustralia1766,MelbourneAustralia3867,1
SydneyAustralia4260,SydneyAustralia4210,1
Mount+GambierAustralia3925,AdelaideAustralia1727,1
NewcastleAustralia3930,SydneyAustralia4208,1
GosfordAustralia1849,SydneyAustralia4208,1
CanberraAustralia1813,CanberraAustralia565,2.5
CanberraAustralia1813,CanberraAustralia1824,2.5
CanberraAustralia1813,CanberraAustralia1832,3.5
CanberraAustralia1813,MelbourneAustralia3868,2
CanberraAustralia1813,CanberraAustralia1829,2.5
CanberraAustralia1813,CanberraAustralia1821,2
Murray+BridgeAustralia3928,AdelaideAustralia1727,1
CanberraAustralia1814,CanberraAustralia565,2
CanberraAustralia1814,CanberraAustralia1829,2
Murray+BridgeAustralia3929,AdelaideAustralia1727,1
MelbourneAustralia3881,MelbourneAustralia3870,2
MelbourneAustralia3881,MelbourneAustralia3869,2
MelbourneAustralia3881,MelbourneAustralia3882,2
MelbourneAustralia3881,MelbourneAustralia3866,2
MelbourneAustralia3881,MelbourneAustralia3875,2
MelbourneAustralia3881,MelbourneAustralia3867,4
MelbourneAustralia3881,MelbourneAustralia734,4
MelbourneAustralia3881,MelbourneAustralia3868,2
MelbourneAustralia3882,MelbourneAustralia3870,2
MelbourneAustralia3882,MelbourneAustralia3869,2
MelbourneAustralia3882,MelbourneAustralia3881,2
MelbourneAustralia3882,MelbourneAustralia3866,2
MelbourneAustralia3882,MelbourneAustralia3875,2
MelbourneAustralia3882,MelbourneAustralia3867,4
MelbourneAustralia3882,MelbourneAustralia3868,2
MelbourneAustralia3882,MelbourneAustralia734,4
Port+PirieAustralia4193,AdelaideAustralia1727,1
Port+LincolnAustralia4186,AdelaideAustralia1727,1
Port+LincolnAustralia4187,AdelaideAustralia1727,1
BrisbaneAustralia1799,BrisbaneAustralia1770,2.5
BrisbaneAustralia1799,SydneyAustralia4241,2.5
BrisbaneAustralia1799,BrisbaneAustralia1774,3.5
BrisbaneAustralia1799,BrisbaneAustralia1800,3.5
BrisbaneAustralia1799,BrisbaneAustralia1802,2
WollongongAustralia4297,SydneyAustralia4208,1
TamworthAustralia4274,SydneyAustralia4208,1
HobartAustralia1852,HobartAustralia1853,2
HobartAustralia1852,LauncestonTazmania1867,1
HobartAustralia1852,MelbourneAustralia3866,7
HobartAustralia1852,UlverstoneTasmania4284,1
HobartAustralia1853,HobartAustralia1852,2
HobartAustralia1853,MelbourneAustralia3867,2
HobartAustralia1853,CanberraAustralia1821,2
MelbourneAustralia401,MelbourneAustralia2425,1
PerthAustralia284,PerthAustralia4156,2
PerthAustralia284,WellingtonAustralia2427,1
PerthAustralia284,PerthAustralia4162,2
Port+MacquarieAustralia4191,SydneyAustralia4208,1
WarnamboolAustralia4293,MelbourneAustralia3867,1
Wagga+WaggaAustralia4291,SydneyAustralia4208,1
KalgoorlieAustralia1863,PerthAustralia4161,1
AlburyAustralia1755,MelbourneAustralia3867,1
WhyallaAustralia647,AdelaideAustralia1727,1
Alice+SpringsAustralia1758,AdelaideAustralia1727,1
SheppartonAustralia4200,MelbourneAustralia3866,1
SydneyAustralia4237,SydneyAustralia4241,4
SydneyAustralia4237,SydneyAustralia4210,2
CanberraAustralia1821,HobartAustralia1853,2
CanberraAustralia1821,CanberraAustralia1829,3.5
CanberraAustralia1821,CanberraAustralia1813,2
PerthAustralia4156,PerthAustralia4166,3
PerthAustralia4156,PerthAustralia4167,3
PerthAustralia4156,PerthAustralia284,2
PerthAustralia4156,PerthAustralia4161,2
PerthAustralia4156,PerthAustralia4162,2
PerthAustralia4156,AdelaideAustralia1722,2
CanberraAustralia1824,CanberraAustralia1813,2.5
CanberraAustralia1824,CanberraAustralia1829,2
SydneyAustralia3546,SydneyAustralia4241,4
SydneyAustralia3546,SydneyAustralia4210,2
MelbourneAustralia734,MelbourneAustralia3869,3
MelbourneAustralia734,SydneyAustralia4241,2
MelbourneAustralia734,MelbourneAustralia3870,3
MelbourneAustralia734,MelbourneAustralia3881,4
MelbourneAustralia734,MelbourneAustralia3882,4
MelbourneAustralia734,MelbourneAustralia3875,3
MelbourneAustralia734,MelbourneAustralia3868,2
MelbourneAustralia734,MelbourneAustralia751,4
BrisbaneAustralia1768,BrisbaneAustralia1770,1
BrisbaneAustralia1768,SouthportAustralia4207,1
BundabergAustralia1806,BrisbaneAustralia1769,1
CanberraAustralia1829,CanberraAustralia1814,2
CanberraAustralia1829,CanberraAustralia565,4
CanberraAustralia1829,CanberraAustralia1824,2
CanberraAustralia1829,CanberraAustralia1832,2
CanberraAustralia1829,SydneyAustralia4241,2.5
